,temperature,summary,windSpeed,visibility,apparentTemperature
2017-08-07 20:00:00-07:00,63.6,Partly Cloudy,5.78,10.0,63.6
2017-08-07 21:00:00-07:00,62.05,Partly Cloudy,5.92,10.0,62.05
2017-08-07 22:00:00-07:00,61.33,Mostly Cloudy,4.42,10.0,61.33
2017-08-07 23:00:00-07:00,60.83,Mostly Cloudy,4.28,10.0,60.83
2017-08-08 00:00:00-07:00,60.33,Mostly Cloudy,4.3,10.0,60.33
2017-08-08 01:00:00-07:00,59.82,Mostly Cloudy,4.13,10.0,59.82
2017-08-08 02:00:00-07:00,59.41,Mostly Cloudy,4.2,10.0,59.41
2017-08-08 03:00:00-07:00,59.14,Mostly Cloudy,4.03,10.0,59.14
2017-08-08 04:00:00-07:00,58.92,Mostly Cloudy,3.75,10.0,58.92
2017-08-08 05:00:00-07:00,58.7,Mostly Cloudy,3.96,10.0,58.7
2017-08-08 06:00:00-07:00,58.49,Overcast,4.12,10.0,58.49
2017-08-08 07:00:00-07:00,58.43,Overcast,3.9,9.22,58.43
2017-08-08 08:00:00-07:00,59.01,Overcast,3.09,9.18,59.01
2017-08-08 09:00:00-07:00,60.1,Overcast,3.2,9.18,60.1
2017-08-08 10:00:00-07:00,61.75,Mostly Cloudy,3.2,9.21,61.75
2017-08-08 11:00:00-07:00,63.41,Mostly Cloudy,3.71,8.91,63.41
2017-08-08 12:00:00-07:00,65.29,Partly Cloudy,4.01,9.16,65.29
2017-08-08 13:00:00-07:00,67.42,Clear,4.83,10.0,67.42
2017-08-08 14:00:00-07:00,68.19,Partly Cloudy,5.03,9.76,68.19
2017-08-08 15:00:00-07:00,69.03,Clear,6.22,9.94,69.03
2017-08-08 16:00:00-07:00,68.77,Clear,6.92,10.0,68.77
2017-08-08 17:00:00-07:00,67.74,Clear,5.93,10.0,67.74
2017-08-08 18:00:00-07:00,66.14,Partly Cloudy,6.24,10.0,66.14
2017-08-08 19:00:00-07:00,64.17,Mostly Cloudy,6.31,10.0,64.17
2017-08-08 20:00:00-07:00,62.26,Mostly Cloudy,6.12,10.0,62.26
2017-08-08 21:00:00-07:00,60.97,Mostly Cloudy,6.07,10.0,60.97
2017-08-08 22:00:00-07:00,60.25,Mostly Cloudy,4.96,10.0,60.25
2017-08-08 23:00:00-07:00,59.67,Mostly Cloudy,4.29,10.0,59.67
2017-08-09 00:00:00-07:00,59.26,Overcast,4.82,10.0,59.26
2017-08-09 01:00:00-07:00,59.07,Overcast,4.86,10.0,59.07
2017-08-09 02:00:00-07:00,58.69,Overcast,4.48,10.0,58.69
2017-08-09 03:00:00-07:00,58.59,Overcast,4.64,10.0,58.59
2017-08-09 04:00:00-07:00,58.38,Overcast,4.7,10.0,58.38
2017-08-09 05:00:00-07:00,58.37,Overcast,4.47,9.7,58.37
2017-08-09 06:00:00-07:00,58.32,Overcast,4.15,10.0,58.32
2017-08-09 07:00:00-07:00,58.35,Overcast,4.63,7.74,58.35
2017-08-09 08:00:00-07:00,58.65,Overcast,4.54,7.92,58.65
2017-08-09 09:00:00-07:00,59.35,Overcast,4.68,8.48,59.35
2017-08-09 10:00:00-07:00,60.05,Overcast,5.04,8.11,60.05
2017-08-09 11:00:00-07:00,61.21,Overcast,5.02,8.22,61.21
2017-08-09 12:00:00-07:00,62.55,Mostly Cloudy,5.09,9.18,62.55
2017-08-09 13:00:00-07:00,63.72,Mostly Cloudy,5.03,9.18,63.72
2017-08-09 14:00:00-07:00,65.02,Mostly Cloudy,5.51,10.0,65.02
2017-08-09 15:00:00-07:00,66.22,Mostly Cloudy,6.13,10.0,66.22
2017-08-09 16:00:00-07:00,66.29,Mostly Cloudy,6.5,10.0,66.29
2017-08-09 17:00:00-07:00,65.66,Mostly Cloudy,6.52,10.0,65.66
2017-08-09 18:00:00-07:00,65.36,Mostly Cloudy,5.87,10.0,65.36
2017-08-09 19:00:00-07:00,64.4,Mostly Cloudy,6.38,10.0,64.4
2017-08-09 20:00:00-07:00,62.56,Mostly Cloudy,5.87,10.0,62.56
2017-08-09 21:00:00-07:00,61.36,Mostly Cloudy,6.11,10.0,61.36
2017-08-09 22:00:00-07:00,60.85,Mostly Cloudy,5.59,10.0,60.85
2017-08-09 23:00:00-07:00,60.44,Overcast,5.86,10.0,60.44
2017-08-10 00:00:00-07:00,60.26,Overcast,4.7,10.0,60.26
2017-08-10 01:00:00-07:00,59.79,Overcast,5.03,10.0,59.79
2017-08-10 02:00:00-07:00,59.51,Overcast,4.79,10.0,59.51
2017-08-10 03:00:00-07:00,59.16,Overcast,4.85,10.0,59.16
2017-08-10 04:00:00-07:00,59.09,Overcast,4.75,9.71,59.09
2017-08-10 05:00:00-07:00,58.99,Overcast,3.94,10.0,58.99
2017-08-10 06:00:00-07:00,58.8,Overcast,4.1,10.0,58.8
2017-08-10 07:00:00-07:00,58.62,Overcast,4.01,9.45,58.62
2017-08-10 08:00:00-07:00,58.77,Overcast,3.81,9.72,58.77
2017-08-10 09:00:00-07:00,59.27,Overcast,4.18,9.72,59.27
2017-08-10 10:00:00-07:00,60.35,Overcast,4.23,9.7,60.35
2017-08-10 11:00:00-07:00,61.73,Mostly Cloudy,4.16,9.7,61.73
2017-08-10 12:00:00-07:00,63.56,Mostly Cloudy,3.72,10.0,63.56
2017-08-10 13:00:00-07:00,66.45,Mostly Cloudy,4.44,10.0,66.45
2017-08-10 14:00:00-07:00,68.26,Clear,4.83,10.0,68.26
2017-08-10 15:00:00-07:00,69.12,Clear,5.62,10.0,69.12
2017-08-10 16:00:00-07:00,69.03,Clear,5.82,10.0,69.03
2017-08-10 17:00:00-07:00,68.69,Clear,5.62,10.0,68.69
2017-08-10 18:00:00-07:00,67.23,Clear,6.02,10.0,67.23
2017-08-10 19:00:00-07:00,64.45,Partly Cloudy,5.94,9.71,64.45
2017-08-10 20:00:00-07:00,62.14,Mostly Cloudy,5.54,10.0,62.14
2017-08-10 21:00:00-07:00,60.73,Mostly Cloudy,4.56,10.0,60.73
2017-08-10 22:00:00-07:00,59.93,Mostly Cloudy,4.32,10.0,59.93
2017-08-10 23:00:00-07:00,59.35,Mostly Cloudy,4.95,10.0,59.35
2017-08-11 00:00:00-07:00,59.08,Overcast,4.42,9.71,59.08
2017-08-11 01:00:00-07:00,58.76,Overcast,3.93,9.84,58.76
2017-08-11 02:00:00-07:00,58.43,Mostly Cloudy,3.68,9.72,58.43
2017-08-11 03:00:00-07:00,58.46,Overcast,3.74,9.79,58.46
2017-08-11 04:00:00-07:00,58.3,Overcast,3.82,9.96,58.3
2017-08-11 05:00:00-07:00,58.06,Overcast,3.4,10.0,58.06
2017-08-11 06:00:00-07:00,57.99,Overcast,3.8,9.87,57.99
2017-08-11 07:00:00-07:00,57.99,Overcast,3.48,8.64,57.99
2017-08-11 08:00:00-07:00,58.23,Overcast,3.59,8.69,58.23
2017-08-11 09:00:00-07:00,59.05,Overcast,3.23,8.93,59.05
2017-08-11 10:00:00-07:00,60.34,Mostly Cloudy,3.93,8.99,60.34
2017-08-11 11:00:00-07:00,62.94,Mostly Cloudy,2.72,9.05,62.94
2017-08-11 12:00:00-07:00,63.91,Partly Cloudy,2.88,10.0,63.91
2017-08-11 13:00:00-07:00,68.54,Clear,3.14,10.0,68.54
2017-08-11 14:00:00-07:00,71.26,Clear,3.96,9.93,71.26
2017-08-11 15:00:00-07:00,70.02,Clear,4.95,9.84,70.02
2017-08-11 16:00:00-07:00,70.54,Clear,4.98,10.0,70.54
2017-08-11 17:00:00-07:00,71.02,Clear,4.78,10.0,71.02
2017-08-11 18:00:00-07:00,69.06,Clear,5.47,10.0,69.06
2017-08-11 19:00:00-07:00,67.1,Clear,5.19,10.0,67.1
2017-08-11 20:00:00-07:00,64.94,Clear,4.86,10.0,64.94
2017-08-11 21:00:00-07:00,62.67,Partly Cloudy,4.42,10.0,62.67
2017-08-11 22:00:00-07:00,61.61,Partly Cloudy,3.94,10.0,61.61
2017-08-11 23:00:00-07:00,60.79,Mostly Cloudy,4.15,10.0,60.79
2017-08-12 00:00:00-07:00,60.21,Mostly Cloudy,4.14,9.54,60.21
2017-08-12 01:00:00-07:00,59.66,Mostly Cloudy,3.92,9.79,59.66
2017-08-12 02:00:00-07:00,59.04,Partly Cloudy,3.63,9.35,59.04
2017-08-12 03:00:00-07:00,58.64,Mostly Cloudy,3.34,9.3,58.64
2017-08-12 04:00:00-07:00,58.12,Mostly Cloudy,3.69,8.4,58.12
2017-08-12 05:00:00-07:00,57.82,Mostly Cloudy,3.66,8.57,57.82
2017-08-12 06:00:00-07:00,57.38,Overcast,4.1,8.65,57.38
2017-08-12 07:00:00-07:00,57.38,Overcast,4.71,7.41,57.38
2017-08-12 08:00:00-07:00,58.07,Mostly Cloudy,5.22,8.04,58.07
2017-08-12 09:00:00-07:00,59.04,Mostly Cloudy,3.59,8.3,59.04
2017-08-12 10:00:00-07:00,59.99,Mostly Cloudy,4.88,8.91,59.99
2017-08-12 11:00:00-07:00,61.7,Mostly Cloudy,4.1,10.0,61.7
2017-08-12 12:00:00-07:00,63.12,Mostly Cloudy,4.64,8.96,63.12
2017-08-12 13:00:00-07:00,65.34,Mostly Cloudy,4.62,9.64,65.34
2017-08-12 14:00:00-07:00,66.72,Partly Cloudy,5.12,10.0,66.72
2017-08-12 15:00:00-07:00,67.78,Partly Cloudy,5.36,10.0,67.78
2017-08-12 16:00:00-07:00,67.72,Partly Cloudy,5.76,10.0,67.72
2017-08-12 17:00:00-07:00,67.04,Partly Cloudy,5.81,10.0,67.04
2017-08-12 18:00:00-07:00,65.78,Partly Cloudy,5.6,10.0,65.78
2017-08-12 19:00:00-07:00,64.06,Partly Cloudy,5.09,10.0,64.06
2017-08-12 20:00:00-07:00,62.17,Partly Cloudy,3.78,10.0,62.17
2017-08-12 21:00:00-07:00,60.64,Partly Cloudy,3.78,10.0,60.64
2017-08-12 22:00:00-07:00,59.8,Partly Cloudy,4.42,10.0,59.8
2017-08-12 23:00:00-07:00,59.0,Clear,4.2,10.0,59.0
2017-08-13 00:00:00-07:00,58.51,Partly Cloudy,4.7,10.0,58.51
2017-08-13 01:00:00-07:00,58.11,Partly Cloudy,5.1,10.0,58.11
2017-08-13 02:00:00-07:00,57.8,Partly Cloudy,4.75,9.84,57.8
2017-08-13 03:00:00-07:00,57.56,Clear,4.91,10.0,57.56
2017-08-13 04:00:00-07:00,57.1,Partly Cloudy,3.77,10.0,57.1
2017-08-13 05:00:00-07:00,56.68,Partly Cloudy,4.4,10.0,56.68
2017-08-13 06:00:00-07:00,56.36,Mostly Cloudy,4.1,9.9,56.36
2017-08-13 07:00:00-07:00,56.12,Mostly Cloudy,4.1,8.96,56.12
2017-08-13 08:00:00-07:00,57.15,Mostly Cloudy,4.49,9.86,57.15
2017-08-13 09:00:00-07:00,58.85,Mostly Cloudy,4.18,10.0,58.85
2017-08-13 10:00:00-07:00,61.06,Partly Cloudy,4.66,10.0,61.06
2017-08-13 11:00:00-07:00,63.6,Partly Cloudy,5.05,10.0,63.6
2017-08-13 12:00:00-07:00,65.8,Clear,4.62,10.0,65.8
2017-08-13 13:00:00-07:00,67.35,Clear,6.42,10.0,67.35
2017-08-13 14:00:00-07:00,68.18,Clear,6.82,10.0,68.18
2017-08-13 15:00:00-07:00,68.73,Clear,7.32,10.0,68.73
2017-08-13 16:00:00-07:00,68.61,Partly Cloudy,6.92,10.0,68.61
2017-08-13 17:00:00-07:00,67.99,Mostly Cloudy,7.35,10.0,67.99
2017-08-13 18:00:00-07:00,66.24,Mostly Cloudy,7.23,10.0,66.24
2017-08-13 19:00:00-07:00,64.64,Mostly Cloudy,7.15,10.0,64.64
2017-08-13 20:00:00-07:00,63.17,Mostly Cloudy,6.53,8.66,63.17
2017-08-13 21:00:00-07:00,62.4,Mostly Cloudy,5.54,8.75,62.4
2017-08-13 22:00:00-07:00,61.79,Mostly Cloudy,5.56,10.0,61.79
2017-08-13 23:00:00-07:00,61.39,Mostly Cloudy,5.14,10.0,61.39
2017-08-14 00:00:00-07:00,60.89,Mostly Cloudy,4.95,10.0,60.89
2017-08-14 01:00:00-07:00,60.56,Mostly Cloudy,5.06,10.0,60.56
2017-08-14 02:00:00-07:00,60.03,Mostly Cloudy,4.94,10.0,60.03
2017-08-14 03:00:00-07:00,59.57,Mostly Cloudy,5.14,10.0,59.57
2017-08-14 04:00:00-07:00,59.19,Mostly Cloudy,5.17,9.72,59.19
2017-08-14 05:00:00-07:00,58.74,Mostly Cloudy,5.8,9.45,58.74
2017-08-14 06:00:00-07:00,58.23,Mostly Cloudy,5.82,9.71,58.23
2017-08-14 07:00:00-07:00,57.75,Mostly Cloudy,5.46,8.28,57.75
2017-08-14 08:00:00-07:00,57.88,Overcast,5.05,8.34,57.88
2017-08-14 09:00:00-07:00,58.55,Overcast,5.46,8.53,58.55
2017-08-14 10:00:00-07:00,59.64,Mostly Cloudy,5.88,8.39,59.64
2017-08-14 11:00:00-07:00,60.57,Mostly Cloudy,6.79,8.56,60.57
2017-08-14 12:00:00-07:00,61.51,Mostly Cloudy,6.87,8.88,61.51
2017-08-14 13:00:00-07:00,62.25,Mostly Cloudy,7.4,8.93,62.25
2017-08-14 14:00:00-07:00,62.93,Mostly Cloudy,7.31,8.73,62.93
2017-08-14 15:00:00-07:00,63.26,Mostly Cloudy,6.78,8.76,63.26
2017-08-14 16:00:00-07:00,63.43,Mostly Cloudy,7.71,9.48,63.43
2017-08-14 17:00:00-07:00,62.59,Mostly Cloudy,7.74,9.13,62.59
2017-08-14 18:00:00-07:00,61.79,Mostly Cloudy,6.92,9.53,61.79
2017-08-14 19:00:00-07:00,60.9,Mostly Cloudy,6.23,9.53,60.9
2017-08-14 20:00:00-07:00,59.89,Mostly Cloudy,6.43,9.47,59.89
2017-08-14 21:00:00-07:00,59.32,Mostly Cloudy,5.62,9.87,59.32
2017-08-14 22:00:00-07:00,59.23,Overcast,5.46,10.0,59.23
2017-08-14 23:00:00-07:00,59.05,Overcast,5.89,10.0,59.05
2017-08-15 00:00:00-07:00,58.82,Overcast,5.1,10.0,58.82
2017-08-15 01:00:00-07:00,58.61,Overcast,5.62,9.93,58.61
2017-08-15 02:00:00-07:00,58.32,Overcast,4.88,9.93,58.32
2017-08-15 03:00:00-07:00,58.12,Overcast,4.78,9.93,58.12
2017-08-15 04:00:00-07:00,57.97,Mostly Cloudy,5.04,9.93,57.97
2017-08-15 05:00:00-07:00,57.78,Mostly Cloudy,4.06,9.8,57.78
2017-08-15 06:00:00-07:00,57.39,Overcast,4.67,9.87,57.39
2017-08-15 07:00:00-07:00,57.35,Mostly Cloudy,4.62,9.0,57.35
2017-08-15 08:00:00-07:00,58.16,Mostly Cloudy,5.08,9.84,58.16
2017-08-15 09:00:00-07:00,59.36,Mostly Cloudy,5.62,9.94,59.36
2017-08-15 10:00:00-07:00,60.82,Partly Cloudy,5.47,9.93,60.82
2017-08-15 11:00:00-07:00,62.75,Partly Cloudy,5.59,10.0,62.75
2017-08-15 12:00:00-07:00,63.77,Partly Cloudy,5.83,10.0,63.77
2017-08-15 13:00:00-07:00,64.51,Partly Cloudy,6.23,10.0,64.51
2017-08-15 14:00:00-07:00,64.15,Clear,7.51,10.0,64.15
2017-08-15 15:00:00-07:00,65.01,Clear,7.29,10.0,65.01
2017-08-15 16:00:00-07:00,65.05,Clear,7.45,10.0,65.05
2017-08-15 17:00:00-07:00,63.94,Clear,7.85,10.0,63.94
2017-08-15 18:00:00-07:00,62.45,Partly Cloudy,7.44,9.7,62.45
2017-08-15 19:00:00-07:00,60.44,Partly Cloudy,6.51,10.0,60.44
2017-08-15 20:00:00-07:00,58.71,Partly Cloudy,5.65,10.0,58.71
2017-08-15 21:00:00-07:00,57.8,Partly Cloudy,5.52,10.0,57.8
2017-08-15 22:00:00-07:00,57.57,Mostly Cloudy,4.72,10.0,57.57
2017-08-15 23:00:00-07:00,57.65,Mostly Cloudy,4.94,10.0,57.65
2017-08-16 00:00:00-07:00,57.84,Mostly Cloudy,4.95,10.0,57.84
2017-08-16 01:00:00-07:00,57.97,Mostly Cloudy,4.23,10.0,57.97
2017-08-16 02:00:00-07:00,58.25,Mostly Cloudy,3.75,10.0,58.25
2017-08-16 03:00:00-07:00,58.6,Mostly Cloudy,3.35,10.0,58.6
2017-08-16 04:00:00-07:00,58.89,Mostly Cloudy,3.16,10.0,58.89
2017-08-16 05:00:00-07:00,59.03,Mostly Cloudy,3.23,10.0,59.03
2017-08-16 06:00:00-07:00,58.92,Mostly Cloudy,2.96,10.0,58.92
2017-08-16 07:00:00-07:00,58.96,Mostly Cloudy,2.57,9.18,58.96
2017-08-16 08:00:00-07:00,60.04,Mostly Cloudy,2.44,8.86,60.04
2017-08-16 09:00:00-07:00,62.0,Partly Cloudy,3.17,9.6,62.0
2017-08-16 10:00:00-07:00,64.3,Mostly Cloudy,3.72,9.87,64.3
2017-08-16 11:00:00-07:00,66.64,Partly Cloudy,3.6,10.0,66.64
2017-08-16 12:00:00-07:00,68.2,Partly Cloudy,3.78,9.85,68.2
2017-08-16 13:00:00-07:00,69.8,Clear,4.54,10.0,69.8
2017-08-16 14:00:00-07:00,70.69,Clear,4.91,10.0,70.69
2017-08-16 15:00:00-07:00,71.19,Clear,5.5,10.0,71.19
2017-08-16 16:00:00-07:00,71.24,Clear,6.07,10.0,71.24
2017-08-16 17:00:00-07:00,70.48,Clear,6.05,10.0,70.48
2017-08-16 18:00:00-07:00,69.13,Clear,5.91,10.0,69.13
2017-08-16 19:00:00-07:00,66.74,Clear,5.97,10.0,66.74
2017-08-16 20:00:00-07:00,63.81,Clear,5.13,10.0,63.81
2017-08-16 21:00:00-07:00,62.18,Clear,4.84,10.0,62.18
2017-08-16 22:00:00-07:00,61.44,Clear,5.42,10.0,61.44
2017-08-16 23:00:00-07:00,61.0,Clear,5.18,10.0,61.0
2017-08-17 00:00:00-07:00,60.75,Clear,4.65,10.0,60.75
2017-08-17 01:00:00-07:00,60.46,Clear,4.0,10.0,60.46
2017-08-17 02:00:00-07:00,60.29,Partly Cloudy,3.89,10.0,60.29
2017-08-17 03:00:00-07:00,60.29,Mostly Cloudy,4.26,10.0,60.29
2017-08-17 04:00:00-07:00,60.24,Mostly Cloudy,3.55,10.0,60.24
2017-08-17 05:00:00-07:00,60.27,Mostly Cloudy,3.0,10.0,60.27
2017-08-17 06:00:00-07:00,60.12,Mostly Cloudy,1.91,10.0,60.12
2017-08-17 07:00:00-07:00,60.24,Overcast,2.06,8.61,60.24
2017-08-17 08:00:00-07:00,60.83,Overcast,2.5,8.59,60.83
2017-08-17 09:00:00-07:00,62.1,Overcast,2.88,9.01,62.1
2017-08-17 10:00:00-07:00,63.9,Mostly Cloudy,3.5,9.01,63.9
2017-08-17 11:00:00-07:00,65.9,Partly Cloudy,3.73,9.17,65.9
2017-08-17 12:00:00-07:00,68.44,Partly Cloudy,4.06,10.0,68.44
2017-08-17 13:00:00-07:00,70.13,Clear,4.26,10.0,70.13
2017-08-17 14:00:00-07:00,71.69,Clear,4.53,9.87,71.69
2017-08-17 15:00:00-07:00,73.03,Clear,4.57,10.0,73.03
2017-08-17 16:00:00-07:00,72.77,Clear,5.5,10.0,72.77
2017-08-17 17:00:00-07:00,72.12,Clear,5.98,10.0,72.12
2017-08-17 18:00:00-07:00,70.38,Clear,5.14,10.0,70.38
2017-08-17 19:00:00-07:00,67.98,Clear,5.01,10.0,67.98
2017-08-17 20:00:00-07:00,65.45,Clear,4.7,10.0,65.45
2017-08-17 21:00:00-07:00,63.84,Clear,4.21,10.0,63.84
2017-08-17 22:00:00-07:00,62.36,Clear,4.59,10.0,62.36
2017-08-17 23:00:00-07:00,61.31,Clear,4.23,10.0,61.31
2017-08-18 00:00:00-07:00,60.7,Clear,3.99,10.0,60.7
2017-08-18 01:00:00-07:00,60.06,Partly Cloudy,3.91,9.72,60.06
2017-08-18 02:00:00-07:00,59.62,Partly Cloudy,4.23,9.71,59.62
2017-08-18 03:00:00-07:00,59.49,Mostly Cloudy,3.87,10.0,59.49
2017-08-18 04:00:00-07:00,59.41,Mostly Cloudy,3.84,10.0,59.41
2017-08-18 05:00:00-07:00,59.3,Mostly Cloudy,3.64,10.0,59.3
2017-08-18 06:00:00-07:00,59.31,Mostly Cloudy,2.98,10.0,59.31
2017-08-18 07:00:00-07:00,59.36,Mostly Cloudy,2.35,8.83,59.36
2017-08-18 08:00:00-07:00,59.86,Overcast,2.24,9.39,59.86
2017-08-18 09:00:00-07:00,61.26,Overcast,2.34,9.46,61.26
2017-08-18 10:00:00-07:00,63.84,Mostly Cloudy,1.45,9.6,63.84
2017-08-18 11:00:00-07:00,67.24,Partly Cloudy,1.92,9.66,67.24
2017-08-18 12:00:00-07:00,69.5,Clear,2.77,10.0,69.5
2017-08-18 13:00:00-07:00,70.1,Clear,4.38,9.69,70.1
2017-08-18 14:00:00-07:00,71.05,Clear,5.06,9.85,71.05
2017-08-18 15:00:00-07:00,71.63,Clear,5.16,9.84,71.63
2017-08-18 16:00:00-07:00,71.55,Clear,5.97,9.85,71.55
2017-08-18 17:00:00-07:00,69.8,Clear,6.08,10.0,69.8
2017-08-18 18:00:00-07:00,68.27,Clear,5.45,10.0,68.27
2017-08-18 19:00:00-07:00,66.19,Clear,5.01,9.56,66.19
2017-08-18 20:00:00-07:00,63.62,Clear,4.87,9.74,63.62
2017-08-18 21:00:00-07:00,62.15,Clear,4.76,10.0,62.15
2017-08-18 22:00:00-07:00,61.29,Clear,4.78,10.0,61.29
2017-08-18 23:00:00-07:00,60.87,Partly Cloudy,4.17,10.0,60.87
2017-08-19 00:00:00-07:00,60.36,Partly Cloudy,4.32,9.72,60.36
2017-08-19 01:00:00-07:00,59.92,Partly Cloudy,4.08,10.0,59.92
2017-08-19 02:00:00-07:00,59.62,Mostly Cloudy,3.66,10.0,59.62
2017-08-19 03:00:00-07:00,59.58,Mostly Cloudy,4.13,10.0,59.58
2017-08-19 04:00:00-07:00,59.39,Mostly Cloudy,3.1,10.0,59.39
2017-08-19 05:00:00-07:00,59.49,Mostly Cloudy,3.02,10.0,59.49
2017-08-19 06:00:00-07:00,59.42,Mostly Cloudy,2.71,9.54,59.42
2017-08-19 07:00:00-07:00,59.37,Overcast,2.98,8.56,59.37
2017-08-19 08:00:00-07:00,59.89,Overcast,3.28,8.42,59.89
2017-08-19 09:00:00-07:00,60.85,Overcast,3.71,8.75,60.85
2017-08-19 10:00:00-07:00,61.9,Overcast,4.22,8.69,61.9
2017-08-19 11:00:00-07:00,63.59,Mostly Cloudy,4.02,8.84,63.59
2017-08-19 12:00:00-07:00,65.71,Mostly Cloudy,3.69,9.63,65.71
2017-08-19 13:00:00-07:00,68.1,Clear,4.4,9.88,68.1
2017-08-19 14:00:00-07:00,69.4,Clear,5.29,9.84,69.4
2017-08-19 15:00:00-07:00,69.04,Clear,6.09,9.7,69.04
2017-08-19 16:00:00-07:00,68.41,Clear,6.94,10.0,68.41
2017-08-19 17:00:00-07:00,67.66,Clear,6.99,10.0,67.66
2017-08-19 18:00:00-07:00,66.26,Clear,6.4,10.0,66.26
2017-08-19 19:00:00-07:00,64.26,Clear,7.0,10.0,64.26
2017-08-19 20:00:00-07:00,62.21,Clear,6.07,10.0,62.21
2017-08-19 21:00:00-07:00,61.31,Partly Cloudy,5.37,10.0,61.31
2017-08-19 22:00:00-07:00,60.8,Mostly Cloudy,5.31,10.0,60.8
2017-08-19 23:00:00-07:00,60.28,Mostly Cloudy,5.13,10.0,60.28
2017-08-20 00:00:00-07:00,60.17,Partly Cloudy,5.25,10.0,60.17
2017-08-20 01:00:00-07:00,60.07,Mostly Cloudy,5.52,10.0,60.07
2017-08-20 02:00:00-07:00,60.13,Overcast,4.78,10.0,60.13
2017-08-20 03:00:00-07:00,60.2,Mostly Cloudy,4.24,10.0,60.2
2017-08-20 04:00:00-07:00,60.06,Overcast,4.57,10.0,60.06
2017-08-20 05:00:00-07:00,60.01,Mostly Cloudy,3.79,10.0,60.01
2017-08-20 06:00:00-07:00,60.01,Mostly Cloudy,3.4,9.92,60.01
2017-08-20 07:00:00-07:00,60.08,Overcast,3.35,9.22,60.08
2017-08-20 08:00:00-07:00,60.76,Overcast,2.92,9.59,60.76
2017-08-20 09:00:00-07:00,62.43,Mostly Cloudy,2.97,9.92,62.43
2017-08-20 10:00:00-07:00,64.37,Mostly Cloudy,2.76,10.0,64.37
2017-08-20 11:00:00-07:00,66.76,Partly Cloudy,3.38,10.0,66.76
2017-08-20 12:00:00-07:00,68.73,Clear,3.13,10.0,68.73
2017-08-20 13:00:00-07:00,70.12,Clear,4.54,9.94,70.12
2017-08-20 14:00:00-07:00,70.72,Clear,5.39,10.0,70.72
2017-08-20 15:00:00-07:00,70.82,Clear,5.91,10.0,70.82
2017-08-20 16:00:00-07:00,70.5,Clear,5.88,10.0,70.5
2017-08-20 17:00:00-07:00,69.85,Clear,5.55,10.0,69.85
2017-08-20 18:00:00-07:00,68.57,Clear,5.71,10.0,68.57
2017-08-20 19:00:00-07:00,66.46,Clear,5.27,10.0,66.46
2017-08-20 20:00:00-07:00,64.34,Partly Cloudy,5.26,10.0,64.34
2017-08-20 21:00:00-07:00,63.3,Partly Cloudy,4.53,10.0,63.3
2017-08-20 22:00:00-07:00,62.83,Partly Cloudy,4.54,10.0,62.83
2017-08-20 23:00:00-07:00,62.6,Clear,4.71,10.0,62.6
2017-08-21 00:00:00-07:00,62.52,Partly Cloudy,5.02,10.0,62.52
2017-08-21 01:00:00-07:00,62.4,Partly Cloudy,4.63,10.0,62.4
2017-08-21 02:00:00-07:00,62.24,Mostly Cloudy,4.33,10.0,62.24
2017-08-21 03:00:00-07:00,62.14,Mostly Cloudy,4.45,10.0,62.14
2017-08-21 04:00:00-07:00,62.07,Overcast,4.07,10.0,62.07
2017-08-21 05:00:00-07:00,62.08,Overcast,3.87,10.0,62.08
2017-08-21 06:00:00-07:00,61.91,Overcast,4.2,10.0,61.91
2017-08-21 07:00:00-07:00,61.92,Overcast,4.81,10.0,61.92
2017-08-21 08:00:00-07:00,62.19,Overcast,5.09,9.84,62.19
2017-08-21 09:00:00-07:00,63.12,Overcast,5.1,9.61,63.12
2017-08-21 10:00:00-07:00,63.88,Overcast,5.12,9.56,63.88
2017-08-21 11:00:00-07:00,64.3,Mostly Cloudy,5.1,9.6,64.3
2017-08-21 12:00:00-07:00,66.89,Mostly Cloudy,4.88,9.86,66.89
2017-08-21 13:00:00-07:00,68.71,Partly Cloudy,4.79,9.93,68.71
2017-08-21 14:00:00-07:00,69.83,Clear,5.41,10.0,69.83
2017-08-21 15:00:00-07:00,70.13,Clear,6.07,10.0,70.13
2017-08-21 16:00:00-07:00,69.38,Clear,6.45,10.0,69.38
2017-08-21 17:00:00-07:00,68.51,Partly Cloudy,6.25,10.0,68.51
2017-08-21 18:00:00-07:00,67.45,Partly Cloudy,5.45,10.0,67.45
2017-08-21 19:00:00-07:00,66.1,Partly Cloudy,6.15,10.0,66.1
2017-08-21 20:00:00-07:00,64.36,Partly Cloudy,5.58,10.0,64.36
2017-08-21 21:00:00-07:00,63.36,Partly Cloudy,5.33,10.0,63.36
2017-08-21 22:00:00-07:00,62.57,Partly Cloudy,4.8,10.0,62.57
2017-08-21 23:00:00-07:00,61.98,Partly Cloudy,3.54,10.0,61.98
2017-08-22 00:00:00-07:00,61.35,Clear,2.75,10.0,61.35
2017-08-22 01:00:00-07:00,60.71,Clear,2.32,10.0,60.71
2017-08-22 02:00:00-07:00,60.37,Partly Cloudy,2.48,10.0,60.37
2017-08-22 03:00:00-07:00,60.01,Partly Cloudy,3.06,10.0,60.01
2017-08-22 04:00:00-07:00,60.01,Mostly Cloudy,2.55,10.0,60.01
2017-08-22 05:00:00-07:00,60.28,Mostly Cloudy,2.73,9.92,60.28
