,temperature,summary,windSpeed,visibility,apparentTemperature
2017-07-11 23:00:00-07:00,57.93,Clear,4.81,10.0,57.93
2017-07-12 00:00:00-07:00,57.36,Clear,4.55,9.82,57.36
2017-07-12 01:00:00-07:00,57.0,Clear,4.61,9.7,57.0
2017-07-12 02:00:00-07:00,56.39,Clear,4.56,10.0,56.39
2017-07-12 03:00:00-07:00,56.05,Clear,4.6,9.7,56.05
2017-07-12 04:00:00-07:00,55.84,Clear,4.51,10.0,55.84
2017-07-12 05:00:00-07:00,55.43,Clear,3.38,9.22,55.43
2017-07-12 06:00:00-07:00,55.29,Clear,3.88,9.37,55.29
2017-07-12 07:00:00-07:00,55.94,Clear,3.85,8.68,55.94
2017-07-12 08:00:00-07:00,58.21,Clear,3.98,8.68,58.21
2017-07-12 09:00:00-07:00,60.89,Clear,4.26,10.0,60.89
2017-07-12 10:00:00-07:00,63.48,Clear,4.11,10.0,63.48
2017-07-12 11:00:00-07:00,66.14,Clear,4.12,9.92,66.14
2017-07-12 12:00:00-07:00,68.24,Clear,4.21,10.0,68.24
2017-07-12 13:00:00-07:00,69.3,Clear,3.86,10.0,69.3
2017-07-12 14:00:00-07:00,70.09,Clear,3.69,10.0,70.09
2017-07-12 15:00:00-07:00,71.13,Clear,4.1,10.0,71.13
2017-07-12 16:00:00-07:00,70.7,Clear,5.05,10.0,70.7
2017-07-12 17:00:00-07:00,68.5,Clear,5.15,10.0,68.5
2017-07-12 18:00:00-07:00,66.6,Clear,5.23,10.0,66.6
2017-07-12 19:00:00-07:00,64.96,Clear,4.74,10.0,64.96
2017-07-12 20:00:00-07:00,62.78,Clear,4.02,10.0,62.78
2017-07-12 21:00:00-07:00,60.15,Clear,4.23,10.0,60.15
2017-07-12 22:00:00-07:00,58.57,Clear,4.09,9.95,58.57
2017-07-12 23:00:00-07:00,57.64,Clear,2.72,9.95,57.64
2017-07-13 00:00:00-07:00,56.89,Clear,3.68,9.7,56.89
2017-07-13 01:00:00-07:00,56.18,Clear,3.72,10.0,56.18
2017-07-13 02:00:00-07:00,55.42,Clear,2.9,10.0,55.42
2017-07-13 03:00:00-07:00,55.38,Clear,2.42,10.0,55.38
2017-07-13 04:00:00-07:00,55.1,Partly Cloudy,2.77,10.0,55.1
2017-07-13 05:00:00-07:00,55.17,Partly Cloudy,2.58,10.0,55.17
2017-07-13 06:00:00-07:00,55.31,Mostly Cloudy,3.11,10.0,55.31
2017-07-13 07:00:00-07:00,55.8,Mostly Cloudy,2.43,8.63,55.8
2017-07-13 08:00:00-07:00,57.12,Mostly Cloudy,2.24,8.74,57.12
2017-07-13 09:00:00-07:00,59.48,Mostly Cloudy,2.33,9.34,59.48
2017-07-13 10:00:00-07:00,61.87,Partly Cloudy,2.63,9.91,61.87
2017-07-13 11:00:00-07:00,64.52,Clear,3.28,10.0,64.52
2017-07-13 12:00:00-07:00,66.35,Clear,4.34,10.0,66.35
2017-07-13 13:00:00-07:00,68.55,Clear,4.54,10.0,68.55
2017-07-13 14:00:00-07:00,69.63,Clear,4.66,10.0,69.63
2017-07-13 15:00:00-07:00,70.06,Clear,4.47,10.0,70.06
2017-07-13 16:00:00-07:00,70.54,Clear,4.33,10.0,70.54
2017-07-13 17:00:00-07:00,69.3,Clear,4.76,10.0,69.3
2017-07-13 18:00:00-07:00,66.91,Clear,4.95,10.0,66.91
2017-07-13 19:00:00-07:00,65.71,Clear,5.15,10.0,65.71
2017-07-13 20:00:00-07:00,63.67,Clear,4.45,10.0,63.67
2017-07-13 21:00:00-07:00,61.64,Clear,3.75,10.0,61.64
2017-07-13 22:00:00-07:00,59.86,Clear,3.57,10.0,59.86
2017-07-13 23:00:00-07:00,58.76,Clear,3.3,10.0,58.76
2017-07-14 00:00:00-07:00,57.73,Clear,2.97,9.96,57.73
2017-07-14 01:00:00-07:00,57.32,Clear,3.33,9.92,57.32
2017-07-14 02:00:00-07:00,56.7,Clear,3.37,9.96,56.7
2017-07-14 03:00:00-07:00,56.37,Partly Cloudy,3.18,9.96,56.37
2017-07-14 04:00:00-07:00,56.0,Partly Cloudy,2.4,9.7,56.0
2017-07-14 05:00:00-07:00,55.91,Mostly Cloudy,2.78,8.63,55.91
2017-07-14 06:00:00-07:00,56.08,Mostly Cloudy,2.31,9.35,56.08
2017-07-14 07:00:00-07:00,56.65,Overcast,2.27,8.97,56.65
2017-07-14 08:00:00-07:00,57.73,Mostly Cloudy,2.2,8.95,57.73
2017-07-14 09:00:00-07:00,60.25,Partly Cloudy,2.75,9.78,60.25
2017-07-14 10:00:00-07:00,62.91,Partly Cloudy,2.81,8.87,62.91
2017-07-14 11:00:00-07:00,65.63,Clear,3.08,10.0,65.63
2017-07-14 12:00:00-07:00,67.81,Clear,3.49,10.0,67.81
2017-07-14 13:00:00-07:00,69.47,Clear,3.48,10.0,69.47
2017-07-14 14:00:00-07:00,71.44,Clear,4.39,10.0,71.44
2017-07-14 15:00:00-07:00,72.91,Clear,3.99,10.0,72.91
2017-07-14 16:00:00-07:00,74.21,Clear,3.53,10.0,74.21
2017-07-14 17:00:00-07:00,72.76,Clear,4.25,10.0,72.76
2017-07-14 18:00:00-07:00,69.22,Clear,4.51,10.0,69.22
2017-07-14 19:00:00-07:00,67.77,Clear,3.97,10.0,67.77
2017-07-14 20:00:00-07:00,64.99,Clear,3.55,10.0,64.99
2017-07-14 21:00:00-07:00,61.68,Clear,3.54,10.0,61.68
2017-07-14 22:00:00-07:00,60.14,Clear,3.77,10.0,60.14
2017-07-14 23:00:00-07:00,59.13,Clear,2.72,9.96,59.13
2017-07-15 00:00:00-07:00,58.45,Clear,2.98,9.96,58.45
2017-07-15 01:00:00-07:00,58.25,Clear,2.74,9.96,58.25
2017-07-15 02:00:00-07:00,57.68,Clear,2.88,9.96,57.68
2017-07-15 03:00:00-07:00,57.27,Clear,2.67,9.64,57.27
2017-07-15 04:00:00-07:00,56.82,Clear,2.71,9.67,56.82
2017-07-15 05:00:00-07:00,56.58,Clear,2.52,9.92,56.58
2017-07-15 06:00:00-07:00,56.46,Clear,2.04,8.91,56.46
2017-07-15 07:00:00-07:00,57.62,Clear,1.23,9.92,57.62
2017-07-15 08:00:00-07:00,60.39,Clear,1.12,9.9,60.39
2017-07-15 09:00:00-07:00,63.95,Clear,1.39,9.96,63.95
2017-07-15 10:00:00-07:00,68.28,Clear,1.62,10.0,68.28
2017-07-15 11:00:00-07:00,72.92,Clear,1.78,10.0,72.92
2017-07-15 12:00:00-07:00,75.57,Clear,1.58,10.0,75.57
2017-07-15 13:00:00-07:00,81.55,Clear,2.06,10.0,81.86
2017-07-15 14:00:00-07:00,83.09,Clear,2.11,10.0,83.09
2017-07-15 15:00:00-07:00,85.65,Clear,2.99,10.0,85.65
2017-07-15 16:00:00-07:00,85.71,Partly Cloudy,3.51,9.6,85.71
2017-07-15 17:00:00-07:00,83.02,Partly Cloudy,3.67,10.0,83.02
2017-07-15 18:00:00-07:00,80.88,Partly Cloudy,3.84,10.0,80.88
2017-07-15 19:00:00-07:00,77.81,Mostly Cloudy,2.88,10.0,77.81
2017-07-15 20:00:00-07:00,73.51,Partly Cloudy,2.56,10.0,73.51
2017-07-15 21:00:00-07:00,71.26,Partly Cloudy,2.29,10.0,71.26
2017-07-15 22:00:00-07:00,68.84,Clear,1.87,10.0,68.84
2017-07-15 23:00:00-07:00,67.09,Clear,1.67,10.0,67.09
2017-07-16 00:00:00-07:00,65.24,Clear,1.21,10.0,65.24
2017-07-16 01:00:00-07:00,64.86,Clear,1.61,10.0,64.86
2017-07-16 02:00:00-07:00,64.57,Clear,1.25,10.0,64.57
2017-07-16 03:00:00-07:00,63.81,Clear,1.32,10.0,63.81
2017-07-16 04:00:00-07:00,63.1,Clear,1.44,10.0,63.1
2017-07-16 05:00:00-07:00,63.0,Clear,1.4,9.64,63.0
2017-07-16 06:00:00-07:00,62.62,Clear,0.9,9.29,62.62
2017-07-16 07:00:00-07:00,63.68,Clear,1.0,9.93,63.68
2017-07-16 08:00:00-07:00,67.24,Clear,1.08,10.0,67.24
2017-07-16 09:00:00-07:00,71.62,Clear,1.26,9.95,71.62
2017-07-16 10:00:00-07:00,75.9,Clear,1.71,10.0,75.9
2017-07-16 11:00:00-07:00,81.05,Clear,1.84,10.0,81.05
2017-07-16 12:00:00-07:00,85.68,Clear,2.73,10.0,85.68
2017-07-16 13:00:00-07:00,85.99,Clear,3.68,10.0,85.99
2017-07-16 14:00:00-07:00,87.96,Clear,3.46,10.0,87.96
2017-07-16 15:00:00-07:00,89.39,Clear,3.77,10.0,89.39
2017-07-16 16:00:00-07:00,89.37,Clear,4.92,10.0,89.37
2017-07-16 17:00:00-07:00,86.93,Clear,4.87,10.0,86.93
2017-07-16 18:00:00-07:00,82.86,Clear,4.89,10.0,82.86
2017-07-16 19:00:00-07:00,78.87,Clear,4.76,10.0,78.87
2017-07-16 20:00:00-07:00,74.8,Clear,3.8,10.0,74.8
2017-07-16 21:00:00-07:00,72.62,Clear,2.64,10.0,72.62
2017-07-16 22:00:00-07:00,69.74,Clear,2.35,10.0,69.74
2017-07-16 23:00:00-07:00,67.69,Clear,2.4,10.0,67.69
2017-07-17 00:00:00-07:00,65.93,Clear,2.57,10.0,65.93
2017-07-17 01:00:00-07:00,64.98,Clear,2.54,9.94,64.98
2017-07-17 02:00:00-07:00,63.54,Clear,2.69,9.94,63.54
2017-07-17 03:00:00-07:00,62.44,Clear,3.29,9.95,62.44
2017-07-17 04:00:00-07:00,61.46,Clear,2.71,9.68,61.46
2017-07-17 05:00:00-07:00,60.63,Clear,2.9,9.49,60.63
2017-07-17 06:00:00-07:00,59.85,Clear,3.12,9.56,59.85
2017-07-17 07:00:00-07:00,60.2,Clear,2.96,7.99,60.2
2017-07-17 08:00:00-07:00,62.56,Clear,2.91,8.91,62.56
2017-07-17 09:00:00-07:00,66.14,Clear,3.42,9.75,66.14
2017-07-17 10:00:00-07:00,69.59,Clear,3.88,10.0,69.59
2017-07-17 11:00:00-07:00,70.54,Clear,3.62,10.0,70.54
2017-07-17 12:00:00-07:00,71.25,Clear,4.97,9.87,71.25
2017-07-17 13:00:00-07:00,72.11,Clear,4.47,10.0,72.11
2017-07-17 14:00:00-07:00,75.9,Clear,4.45,10.0,75.9
2017-07-17 15:00:00-07:00,76.07,Clear,4.0,10.0,76.07
2017-07-17 16:00:00-07:00,77.18,Clear,4.0,9.94,77.18
2017-07-17 17:00:00-07:00,75.42,Clear,4.72,10.0,75.42
2017-07-17 18:00:00-07:00,74.16,Clear,4.65,10.0,74.16
2017-07-17 19:00:00-07:00,71.98,Clear,5.42,9.57,71.98
2017-07-17 20:00:00-07:00,67.87,Clear,4.94,9.72,67.87
2017-07-17 21:00:00-07:00,64.97,Clear,3.78,10.0,64.97
2017-07-17 22:00:00-07:00,62.47,Clear,3.52,10.0,62.47
2017-07-17 23:00:00-07:00,60.69,Clear,3.48,10.0,60.69
2017-07-18 00:00:00-07:00,59.23,Clear,3.62,10.0,59.23
2017-07-18 01:00:00-07:00,57.97,Clear,3.18,9.96,57.97
2017-07-18 02:00:00-07:00,56.85,Clear,4.09,9.7,56.85
2017-07-18 03:00:00-07:00,56.01,Clear,4.36,9.38,56.01
2017-07-18 04:00:00-07:00,55.53,Partly Cloudy,4.22,9.43,55.53
2017-07-18 05:00:00-07:00,55.14,Partly Cloudy,5.08,9.5,55.14
2017-07-18 06:00:00-07:00,54.69,Partly Cloudy,4.66,9.5,54.69
2017-07-18 07:00:00-07:00,54.84,Mostly Cloudy,4.31,9.31,54.84
2017-07-18 08:00:00-07:00,55.67,Mostly Cloudy,4.02,9.92,55.67
2017-07-18 09:00:00-07:00,56.99,Mostly Cloudy,4.67,9.95,56.99
2017-07-18 10:00:00-07:00,58.96,Partly Cloudy,5.12,10.0,58.96
2017-07-18 11:00:00-07:00,60.91,Partly Cloudy,5.91,10.0,60.91
2017-07-18 12:00:00-07:00,62.34,Mostly Cloudy,5.5,10.0,62.34
2017-07-18 13:00:00-07:00,65.17,Partly Cloudy,4.87,10.0,65.17
2017-07-18 14:00:00-07:00,66.94,Partly Cloudy,5.28,10.0,66.94
2017-07-18 15:00:00-07:00,67.25,Clear,5.37,10.0,67.25
2017-07-18 16:00:00-07:00,68.52,Clear,5.34,10.0,68.52
2017-07-18 17:00:00-07:00,67.73,Clear,5.4,10.0,67.73
2017-07-18 18:00:00-07:00,67.75,Clear,5.21,10.0,67.75
2017-07-18 19:00:00-07:00,65.68,Clear,5.56,10.0,65.68
2017-07-18 20:00:00-07:00,62.94,Clear,5.22,10.0,62.94
2017-07-18 21:00:00-07:00,60.06,Clear,4.1,10.0,60.06
2017-07-18 22:00:00-07:00,58.31,Clear,3.81,10.0,58.31
2017-07-18 23:00:00-07:00,57.4,Partly Cloudy,4.09,10.0,57.4
2017-07-19 00:00:00-07:00,56.83,Partly Cloudy,3.68,10.0,56.83
2017-07-19 01:00:00-07:00,56.6,Partly Cloudy,3.1,9.96,56.6
2017-07-19 02:00:00-07:00,56.21,Partly Cloudy,4.04,9.92,56.21
2017-07-19 03:00:00-07:00,56.06,Partly Cloudy,3.83,10.0,56.06
2017-07-19 04:00:00-07:00,55.48,Partly Cloudy,3.17,9.29,55.48
2017-07-19 05:00:00-07:00,55.39,Partly Cloudy,2.94,9.15,55.39
2017-07-19 06:00:00-07:00,55.29,Mostly Cloudy,3.22,9.24,55.29
2017-07-19 07:00:00-07:00,55.77,Mostly Cloudy,3.16,8.46,55.77
2017-07-19 08:00:00-07:00,57.37,Mostly Cloudy,3.43,9.43,57.37
2017-07-19 09:00:00-07:00,60.25,Partly Cloudy,3.06,9.49,60.25
2017-07-19 10:00:00-07:00,63.21,Partly Cloudy,3.29,9.95,63.21
2017-07-19 11:00:00-07:00,66.38,Clear,3.57,10.0,66.38
2017-07-19 12:00:00-07:00,68.31,Clear,3.74,10.0,68.31
2017-07-19 13:00:00-07:00,71.34,Clear,4.54,10.0,71.34
2017-07-19 14:00:00-07:00,72.47,Clear,4.61,10.0,72.47
2017-07-19 15:00:00-07:00,72.04,Clear,5.79,10.0,72.04
2017-07-19 16:00:00-07:00,72.06,Clear,5.73,10.0,72.06
2017-07-19 17:00:00-07:00,71.66,Clear,5.69,10.0,71.66
2017-07-19 18:00:00-07:00,69.94,Clear,5.51,10.0,69.94
2017-07-19 19:00:00-07:00,67.4,Clear,5.79,10.0,67.4
2017-07-19 20:00:00-07:00,63.83,Clear,5.43,10.0,63.83
2017-07-19 21:00:00-07:00,60.94,Clear,4.47,10.0,60.94
2017-07-19 22:00:00-07:00,59.53,Clear,4.14,10.0,59.53
2017-07-19 23:00:00-07:00,58.64,Clear,3.28,10.0,58.64
2017-07-20 00:00:00-07:00,57.94,Clear,3.69,10.0,57.94
2017-07-20 01:00:00-07:00,57.63,Clear,3.53,10.0,57.63
2017-07-20 02:00:00-07:00,57.15,Partly Cloudy,3.44,10.0,57.15
2017-07-20 03:00:00-07:00,56.85,Partly Cloudy,3.65,10.0,56.85
2017-07-20 04:00:00-07:00,56.44,Partly Cloudy,3.51,10.0,56.44
2017-07-20 05:00:00-07:00,56.21,Partly Cloudy,3.66,10.0,56.21
2017-07-20 06:00:00-07:00,56.12,Partly Cloudy,3.65,9.96,56.12
2017-07-20 07:00:00-07:00,56.48,Partly Cloudy,2.81,9.82,56.48
2017-07-20 08:00:00-07:00,57.76,Partly Cloudy,3.55,9.93,57.76
2017-07-20 09:00:00-07:00,60.23,Mostly Cloudy,3.18,10.0,60.23
2017-07-20 10:00:00-07:00,63.09,Partly Cloudy,3.72,10.0,63.09
2017-07-20 11:00:00-07:00,65.45,Clear,4.22,10.0,65.45
2017-07-20 12:00:00-07:00,67.24,Clear,4.53,10.0,67.24
2017-07-20 13:00:00-07:00,68.63,Clear,4.82,10.0,68.63
2017-07-20 14:00:00-07:00,69.16,Clear,5.73,10.0,69.16
2017-07-20 15:00:00-07:00,71.14,Clear,5.64,10.0,71.14
2017-07-20 16:00:00-07:00,71.8,Clear,5.1,10.0,71.8
2017-07-20 17:00:00-07:00,71.65,Clear,5.73,10.0,71.65
2017-07-20 18:00:00-07:00,70.16,Clear,5.21,10.0,70.16
2017-07-20 19:00:00-07:00,67.72,Clear,6.09,10.0,67.72
2017-07-20 20:00:00-07:00,64.65,Clear,5.33,10.0,64.65
2017-07-20 21:00:00-07:00,61.92,Clear,4.3,10.0,61.92
2017-07-20 22:00:00-07:00,60.4,Clear,2.97,10.0,60.4
2017-07-20 23:00:00-07:00,59.15,Clear,2.99,10.0,59.15
2017-07-21 00:00:00-07:00,58.36,Clear,2.73,10.0,58.36
2017-07-21 01:00:00-07:00,57.45,Clear,2.86,10.0,57.45
2017-07-21 02:00:00-07:00,56.85,Clear,3.22,10.0,56.85
2017-07-21 03:00:00-07:00,56.54,Clear,2.69,10.0,56.54
2017-07-21 04:00:00-07:00,56.41,Clear,3.04,10.0,56.41
2017-07-21 05:00:00-07:00,55.94,Clear,2.54,10.0,55.94
2017-07-21 06:00:00-07:00,55.49,Clear,3.46,9.85,55.49
2017-07-21 07:00:00-07:00,56.34,Clear,2.75,10.0,56.34
2017-07-21 08:00:00-07:00,58.86,Partly Cloudy,2.91,10.0,58.86
2017-07-21 09:00:00-07:00,61.97,Clear,2.66,10.0,61.97
2017-07-21 10:00:00-07:00,64.67,Clear,3.08,10.0,64.67
2017-07-21 11:00:00-07:00,67.57,Clear,3.27,10.0,67.57
2017-07-21 12:00:00-07:00,70.55,Clear,4.05,10.0,70.55
2017-07-21 13:00:00-07:00,72.55,Clear,4.16,10.0,72.55
2017-07-21 14:00:00-07:00,73.31,Clear,4.89,10.0,73.31
2017-07-21 15:00:00-07:00,73.46,Clear,5.29,10.0,73.46
2017-07-21 16:00:00-07:00,73.21,Clear,5.57,10.0,73.21
2017-07-21 17:00:00-07:00,71.25,Clear,5.47,10.0,71.25
2017-07-21 18:00:00-07:00,69.57,Clear,5.72,10.0,69.57
2017-07-21 19:00:00-07:00,67.26,Clear,5.18,10.0,67.26
2017-07-21 20:00:00-07:00,64.11,Clear,4.98,10.0,64.11
2017-07-21 21:00:00-07:00,60.83,Clear,4.7,10.0,60.83
2017-07-21 22:00:00-07:00,59.46,Clear,4.24,10.0,59.46
2017-07-21 23:00:00-07:00,58.74,Clear,3.99,10.0,58.74
2017-07-22 00:00:00-07:00,58.17,Clear,4.2,9.96,58.17
2017-07-22 01:00:00-07:00,57.61,Clear,3.66,9.96,57.61
2017-07-22 02:00:00-07:00,57.16,Clear,3.1,9.96,57.16
2017-07-22 03:00:00-07:00,56.75,Clear,3.0,9.96,56.75
2017-07-22 04:00:00-07:00,56.39,Clear,2.18,9.96,56.39
2017-07-22 05:00:00-07:00,56.32,Clear,2.41,9.96,56.32
2017-07-22 06:00:00-07:00,56.4,Clear,1.85,9.92,56.4
2017-07-22 07:00:00-07:00,56.85,Clear,1.5,9.92,56.85
2017-07-22 08:00:00-07:00,60.63,Clear,1.28,9.96,60.63
2017-07-22 09:00:00-07:00,64.08,Clear,1.06,9.96,64.08
2017-07-22 10:00:00-07:00,67.51,Clear,1.81,10.0,67.51
2017-07-22 11:00:00-07:00,71.44,Clear,1.92,10.0,71.44
2017-07-22 12:00:00-07:00,75.81,Clear,1.41,10.0,75.81
2017-07-22 13:00:00-07:00,78.01,Clear,1.63,10.0,78.01
2017-07-22 14:00:00-07:00,79.92,Clear,2.52,10.0,79.92
2017-07-22 15:00:00-07:00,83.05,Clear,2.67,10.0,83.05
2017-07-22 16:00:00-07:00,82.67,Clear,2.89,10.0,82.67
2017-07-22 17:00:00-07:00,82.77,Clear,3.27,10.0,82.77
2017-07-22 18:00:00-07:00,81.48,Clear,3.01,10.0,81.48
2017-07-22 19:00:00-07:00,78.88,Clear,3.06,10.0,78.88
2017-07-22 20:00:00-07:00,73.08,Clear,3.21,10.0,73.08
2017-07-22 21:00:00-07:00,69.65,Clear,2.66,10.0,69.65
2017-07-22 22:00:00-07:00,66.99,Clear,2.31,10.0,66.99
2017-07-22 23:00:00-07:00,64.92,Clear,1.9,10.0,64.92
2017-07-23 00:00:00-07:00,64.03,Clear,1.82,10.0,64.03
2017-07-23 01:00:00-07:00,63.02,Clear,2.34,10.0,63.02
2017-07-23 02:00:00-07:00,61.95,Clear,1.49,10.0,61.95
2017-07-23 03:00:00-07:00,61.53,Clear,1.71,10.0,61.53
2017-07-23 04:00:00-07:00,60.55,Clear,1.87,10.0,60.55
2017-07-23 05:00:00-07:00,60.18,Clear,1.44,10.0,60.18
2017-07-23 06:00:00-07:00,59.28,Clear,1.76,9.67,59.28
2017-07-23 07:00:00-07:00,59.18,Clear,1.95,9.93,59.18
2017-07-23 08:00:00-07:00,61.42,Clear,1.4,10.0,61.42
2017-07-23 09:00:00-07:00,65.0,Clear,1.9,10.0,65.0
2017-07-23 10:00:00-07:00,67.6,Clear,2.67,10.0,67.6
2017-07-23 11:00:00-07:00,70.3,Clear,2.67,10.0,70.3
2017-07-23 12:00:00-07:00,72.34,Clear,2.7,10.0,72.34
2017-07-23 13:00:00-07:00,74.3,Clear,2.54,10.0,74.3
2017-07-23 14:00:00-07:00,75.27,Clear,3.42,10.0,75.27
2017-07-23 15:00:00-07:00,74.04,Clear,3.88,10.0,74.04
2017-07-23 16:00:00-07:00,73.6,Clear,4.38,10.0,73.6
2017-07-23 17:00:00-07:00,72.73,Clear,3.87,10.0,72.73
2017-07-23 18:00:00-07:00,71.62,Clear,3.95,10.0,71.62
2017-07-23 19:00:00-07:00,68.23,Clear,4.24,10.0,68.23
2017-07-23 20:00:00-07:00,64.84,Clear,4.4,10.0,64.84
2017-07-23 21:00:00-07:00,62.1,Clear,3.36,10.0,62.1
2017-07-23 22:00:00-07:00,60.4,Clear,3.68,10.0,60.4
2017-07-23 23:00:00-07:00,59.32,Clear,3.32,10.0,59.32
2017-07-24 00:00:00-07:00,58.58,Clear,3.71,10.0,58.58
2017-07-24 01:00:00-07:00,58.14,Partly Cloudy,3.55,10.0,58.14
2017-07-24 02:00:00-07:00,57.59,Partly Cloudy,3.64,10.0,57.59
2017-07-24 03:00:00-07:00,57.36,Mostly Cloudy,3.66,10.0,57.36
2017-07-24 04:00:00-07:00,57.22,Mostly Cloudy,3.19,9.96,57.22
2017-07-24 05:00:00-07:00,57.18,Mostly Cloudy,3.65,9.96,57.18
2017-07-24 06:00:00-07:00,57.01,Mostly Cloudy,3.89,10.0,57.01
2017-07-24 07:00:00-07:00,57.23,Mostly Cloudy,3.83,10.0,57.23
2017-07-24 08:00:00-07:00,58.72,Mostly Cloudy,2.63,10.0,58.72
2017-07-24 09:00:00-07:00,60.97,Mostly Cloudy,2.61,10.0,60.97
2017-07-24 10:00:00-07:00,63.45,Partly Cloudy,3.51,10.0,63.45
2017-07-24 11:00:00-07:00,66.31,Clear,3.36,10.0,66.31
2017-07-24 12:00:00-07:00,68.05,Clear,4.44,10.0,68.05
2017-07-24 13:00:00-07:00,69.28,Clear,5.09,10.0,69.28
2017-07-24 14:00:00-07:00,69.82,Clear,6.15,10.0,69.82
2017-07-24 15:00:00-07:00,69.9,Clear,6.42,10.0,69.9
2017-07-24 16:00:00-07:00,69.0,Clear,7.34,10.0,69.0
2017-07-24 17:00:00-07:00,67.29,Clear,7.95,10.0,67.29
2017-07-24 18:00:00-07:00,65.67,Clear,8.03,10.0,65.67
2017-07-24 19:00:00-07:00,63.88,Clear,6.47,10.0,63.88
2017-07-24 20:00:00-07:00,62.02,Clear,5.69,10.0,62.02
2017-07-24 21:00:00-07:00,60.37,Clear,4.53,10.0,60.37
2017-07-24 22:00:00-07:00,59.63,Clear,3.89,10.0,59.63
2017-07-24 23:00:00-07:00,59.29,Clear,3.22,10.0,59.29
2017-07-25 00:00:00-07:00,58.86,Clear,2.99,10.0,58.86
2017-07-25 01:00:00-07:00,58.44,Clear,2.39,10.0,58.44
2017-07-25 02:00:00-07:00,58.08,Clear,2.58,10.0,58.08
2017-07-25 03:00:00-07:00,58.11,Clear,1.84,10.0,58.11
2017-07-25 04:00:00-07:00,57.93,Partly Cloudy,1.62,10.0,57.93
2017-07-25 05:00:00-07:00,58.13,Mostly Cloudy,1.75,10.0,58.13
2017-07-25 06:00:00-07:00,58.41,Mostly Cloudy,2.42,10.0,58.41
2017-07-25 07:00:00-07:00,58.77,Mostly Cloudy,2.69,10.0,58.77
2017-07-25 08:00:00-07:00,60.4,Mostly Cloudy,1.9,10.0,60.4
2017-07-25 09:00:00-07:00,62.85,Mostly Cloudy,2.71,10.0,62.85
2017-07-25 10:00:00-07:00,65.26,Partly Cloudy,2.55,10.0,65.26
2017-07-25 11:00:00-07:00,67.72,Clear,2.44,10.0,67.72
2017-07-25 12:00:00-07:00,70.05,Clear,3.62,10.0,70.05
2017-07-25 13:00:00-07:00,71.42,Clear,4.35,10.0,71.42
2017-07-25 14:00:00-07:00,71.08,Clear,4.89,10.0,71.08
2017-07-25 15:00:00-07:00,71.14,Clear,6.73,10.0,71.14
2017-07-25 16:00:00-07:00,70.2,Clear,6.48,10.0,70.2
2017-07-25 17:00:00-07:00,69.21,Clear,6.97,10.0,69.21
2017-07-25 18:00:00-07:00,67.82,Clear,6.38,10.0,67.82
2017-07-25 19:00:00-07:00,65.74,Clear,6.13,10.0,65.74
2017-07-25 20:00:00-07:00,63.63,Clear,5.02,10.0,63.63
2017-07-25 21:00:00-07:00,61.94,Clear,4.56,10.0,61.94
2017-07-25 22:00:00-07:00,60.99,Clear,4.27,10.0,60.99
2017-07-25 23:00:00-07:00,60.24,Clear,4.37,10.0,60.24
2017-07-26 00:00:00-07:00,59.75,Clear,3.65,10.0,59.75
2017-07-26 01:00:00-07:00,59.34,Clear,3.04,10.0,59.34
2017-07-26 02:00:00-07:00,58.99,Clear,3.51,10.0,58.99
2017-07-26 03:00:00-07:00,58.66,Partly Cloudy,3.67,10.0,58.66
2017-07-26 04:00:00-07:00,58.7,Mostly Cloudy,3.69,10.0,58.7
2017-07-26 05:00:00-07:00,58.65,Mostly Cloudy,3.85,10.0,58.65
2017-07-26 06:00:00-07:00,58.77,Mostly Cloudy,3.44,10.0,58.77
2017-07-26 07:00:00-07:00,58.71,Mostly Cloudy,2.84,10.0,58.71
2017-07-26 08:00:00-07:00,59.0,Overcast,2.8,9.57,59.0
2017-07-26 09:00:00-07:00,59.84,Overcast,2.73,10.0,59.84
2017-07-26 10:00:00-07:00,61.6,Mostly Cloudy,2.79,10.0,61.6
2017-07-26 11:00:00-07:00,64.14,Mostly Cloudy,3.24,10.0,64.14
2017-07-26 12:00:00-07:00,67.2,Partly Cloudy,3.06,10.0,67.2
2017-07-26 13:00:00-07:00,69.97,Clear,3.37,10.0,69.97
2017-07-26 14:00:00-07:00,73.04,Clear,2.86,10.0,73.04
2017-07-26 15:00:00-07:00,74.33,Clear,4.01,10.0,74.33
2017-07-26 16:00:00-07:00,73.97,Clear,4.24,10.0,73.97
2017-07-26 17:00:00-07:00,72.29,Clear,4.46,10.0,72.29
2017-07-26 18:00:00-07:00,71.24,Clear,4.21,10.0,71.24
2017-07-26 19:00:00-07:00,68.62,Clear,3.91,10.0,68.62
2017-07-26 20:00:00-07:00,65.78,Clear,3.82,10.0,65.78
2017-07-26 21:00:00-07:00,62.92,Clear,3.55,10.0,62.92
2017-07-26 22:00:00-07:00,60.85,Clear,3.35,10.0,60.85
2017-07-26 23:00:00-07:00,59.72,Clear,3.2,10.0,59.72
2017-07-27 00:00:00-07:00,58.91,Partly Cloudy,2.87,10.0,58.91
2017-07-27 01:00:00-07:00,58.18,Partly Cloudy,2.82,9.71,58.18
2017-07-27 02:00:00-07:00,57.29,Partly Cloudy,2.44,9.52,57.29
2017-07-27 03:00:00-07:00,57.22,Partly Cloudy,2.12,8.91,57.22
